GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G53001500020012","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002001","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020012",,,"Block Group 2, Census Tract 20.01, Cowlitz County, Washington",220800,"Block Group 2, Census Tract 20.01, Cowlitz County, Washington",24325
"G53001500020013","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002001","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020013",,,"Block Group 3, Census Tract 20.01, Cowlitz County, Washington",186900,"Block Group 3, Census Tract 20.01, Cowlitz County, Washington",46238
"G53001500020014","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002001","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020014",,,"Block Group 4, Census Tract 20.01, Cowlitz County, Washington",266400,"Block Group 4, Census Tract 20.01, Cowlitz County, Washington",38681
"G53001500020021","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002002","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020021",,,"Block Group 1, Census Tract 20.02, Cowlitz County, Washington",166000,"Block Group 1, Census Tract 20.02, Cowlitz County, Washington",50028
"G53001500020022","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002002","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020022",,,"Block Group 2, Census Tract 20.02, Cowlitz County, Washington",140600,"Block Group 2, Census Tract 20.02, Cowlitz County, Washington",18291
"G53001500020023","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002002","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020023",,,"Block Group 3, Census Tract 20.02, Cowlitz County, Washington",180300,"Block Group 3, Census Tract 20.02, Cowlitz County, Washington",27693
"G53001500020024","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002002","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020024",,,"Block Group 4, Census Tract 20.02, Cowlitz County, Washington",239500,"Block Group 4, Census Tract 20.02, Cowlitz County, Washington",32018
"G53001500020025","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002002","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150020025",,,"Block Group 5, Census Tract 20.02, Cowlitz County, Washington",293600,"Block Group 5, Census Tract 20.02, Cowlitz County, Washington",42662
"G53001500021001","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150021001",,,"Block Group 1, Census Tract 21, Cowlitz County, Washington",,"Block Group 1, Census Tract 21, Cowlitz County, Washington",
"G53001500021002","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150021002",,,"Block Group 2, Census Tract 21, Cowlitz County, Washington",142100,"Block Group 2, Census Tract 21, Cowlitz County, Washington",14502
"G53001500021003","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150021003",,,"Block Group 3, Census Tract 21, Cowlitz County, Washington",167900,"Block Group 3, Census Tract 21, Cowlitz County, Washington",11301
"G53001500021004","2006-2010","WA",,,"Washington","53","Cowlitz County","015",,,"002100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530150021004",,,"Block Group 4, Census Tract 21, Cowlitz County, Washington",,"Block Group 4, Census Tract 21, Cowlitz County, Washington",
"G53001709501001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179501001",,,"Block Group 1, Census Tract 9501, Douglas County, Washington",115100,"Block Group 1, Census Tract 9501, Douglas County, Washington",32855
"G53001709501002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179501002",,,"Block Group 2, Census Tract 9501, Douglas County, Washington",79300,"Block Group 2, Census Tract 9501, Douglas County, Washington",68715
"G53001709501003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179501003",,,"Block Group 3, Census Tract 9501, Douglas County, Washington",76200,"Block Group 3, Census Tract 9501, Douglas County, Washington",13402
"G53001709501004","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179501004",,,"Block Group 4, Census Tract 9501, Douglas County, Washington",65800,"Block Group 4, Census Tract 9501, Douglas County, Washington",39038
"G53001709501005","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950100","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179501005",,,"Block Group 5, Census Tract 9501, Douglas County, Washington",241700,"Block Group 5, Census Tract 9501, Douglas County, Washington",65567
"G53001709501006","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950100","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179501006",,,"Block Group 6, Census Tract 9501, Douglas County, Washington",347100,"Block Group 6, Census Tract 9501, Douglas County, Washington",83885
"G53001709502001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179502001",,,"Block Group 1, Census Tract 9502, Douglas County, Washington",218300,"Block Group 1, Census Tract 9502, Douglas County, Washington",51380
"G53001709502002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179502002",,,"Block Group 2, Census Tract 9502, Douglas County, Washington",119000,"Block Group 2, Census Tract 9502, Douglas County, Washington",18261
"G53001709503001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179503001",,,"Block Group 1, Census Tract 9503, Douglas County, Washington",166200,"Block Group 1, Census Tract 9503, Douglas County, Washington",7046
"G53001709503002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179503002",,,"Block Group 2, Census Tract 9503, Douglas County, Washington",104200,"Block Group 2, Census Tract 9503, Douglas County, Washington",182633
"G53001709503003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179503003",,,"Block Group 3, Census Tract 9503, Douglas County, Washington",218200,"Block Group 3, Census Tract 9503, Douglas County, Washington",103261
"G53001709503004","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179503004",,,"Block Group 4, Census Tract 9503, Douglas County, Washington",192900,"Block Group 4, Census Tract 9503, Douglas County, Washington",45972
"G53001709503005","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950300","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179503005",,,"Block Group 5, Census Tract 9503, Douglas County, Washington",123400,"Block Group 5, Census Tract 9503, Douglas County, Washington",58731
"G53001709504001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179504001",,,"Block Group 1, Census Tract 9504, Douglas County, Washington",249700,"Block Group 1, Census Tract 9504, Douglas County, Washington",49760
"G53001709504002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179504002",,,"Block Group 2, Census Tract 9504, Douglas County, Washington",277800,"Block Group 2, Census Tract 9504, Douglas County, Washington",27447
"G53001709504003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179504003",,,"Block Group 3, Census Tract 9504, Douglas County, Washington",199300,"Block Group 3, Census Tract 9504, Douglas County, Washington",54713
"G53001709505001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179505001",,,"Block Group 1, Census Tract 9505, Douglas County, Washington",176600,"Block Group 1, Census Tract 9505, Douglas County, Washington",25404
"G53001709505002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179505002",,,"Block Group 2, Census Tract 9505, Douglas County, Washington",218900,"Block Group 2, Census Tract 9505, Douglas County, Washington",32172
"G53001709505003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179505003",,,"Block Group 3, Census Tract 9505, Douglas County, Washington",104700,"Block Group 3, Census Tract 9505, Douglas County, Washington",41273
"G53001709506001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179506001",,,"Block Group 1, Census Tract 9506, Douglas County, Washington",367100,"Block Group 1, Census Tract 9506, Douglas County, Washington",20962
"G53001709506002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179506002",,,"Block Group 2, Census Tract 9506, Douglas County, Washington",203200,"Block Group 2, Census Tract 9506, Douglas County, Washington",20407
"G53001709506003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950600","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179506003",,,"Block Group 3, Census Tract 9506, Douglas County, Washington",231500,"Block Group 3, Census Tract 9506, Douglas County, Washington",13928
"G53001709506004","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950600","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179506004",,,"Block Group 4, Census Tract 9506, Douglas County, Washington",229200,"Block Group 4, Census Tract 9506, Douglas County, Washington",24028
"G53001709507001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179507001",,,"Block Group 1, Census Tract 9507, Douglas County, Washington",165100,"Block Group 1, Census Tract 9507, Douglas County, Washington",71497
"G53001709507002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179507002",,,"Block Group 2, Census Tract 9507, Douglas County, Washington",165200,"Block Group 2, Census Tract 9507, Douglas County, Washington",26045
"G53001709507003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179507003",,,"Block Group 3, Census Tract 9507, Douglas County, Washington",226200,"Block Group 3, Census Tract 9507, Douglas County, Washington",56311
"G53001709508001","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179508001",,,"Block Group 1, Census Tract 9508, Douglas County, Washington",204800,"Block Group 1, Census Tract 9508, Douglas County, Washington",38621
"G53001709508002","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179508002",,,"Block Group 2, Census Tract 9508, Douglas County, Washington",237100,"Block Group 2, Census Tract 9508, Douglas County, Washington",29329
"G53001709508003","2006-2010","WA",,,"Washington","53","Douglas County","017",,,"950800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530179508003",,,"Block Group 3, Census Tract 9508, Douglas County, Washington",188100,"Block Group 3, Census Tract 9508, Douglas County, Washington",18464
"G53001909400001","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"940000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199400001",,,"Block Group 1, Census Tract 9400, Ferry County, Washington",137000,"Block Group 1, Census Tract 9400, Ferry County, Washington",13505
"G53001909701001","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"970100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199701001",,,"Block Group 1, Census Tract 9701, Ferry County, Washington",220400,"Block Group 1, Census Tract 9701, Ferry County, Washington",35108
"G53001909701002","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"970100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199701002",,,"Block Group 2, Census Tract 9701, Ferry County, Washington",153300,"Block Group 2, Census Tract 9701, Ferry County, Washington",34997
"G53001909701003","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"970100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199701003",,,"Block Group 3, Census Tract 9701, Ferry County, Washington",116800,"Block Group 3, Census Tract 9701, Ferry County, Washington",26868
"G53001909702001","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"970200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199702001",,,"Block Group 1, Census Tract 9702, Ferry County, Washington",186500,"Block Group 1, Census Tract 9702, Ferry County, Washington",48836
"G53001909702002","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"970200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199702002",,,"Block Group 2, Census Tract 9702, Ferry County, Washington",141000,"Block Group 2, Census Tract 9702, Ferry County, Washington",17422
"G53001909702003","2006-2010","WA",,,"Washington","53","Ferry County","019",,,"970200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530199702003",,,"Block Group 3, Census Tract 9702, Ferry County, Washington",129600,"Block Group 3, Census Tract 9702, Ferry County, Washington",41583
"G53002100201001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210201001",,,"Block Group 1, Census Tract 201, Franklin County, Washington",150000,"Block Group 1, Census Tract 201, Franklin County, Washington",51300
"G53002100201002","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210201002",,,"Block Group 2, Census Tract 201, Franklin County, Washington",109600,"Block Group 2, Census Tract 201, Franklin County, Washington",7471
"G53002100201003","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210201003",,,"Block Group 3, Census Tract 201, Franklin County, Washington",82700,"Block Group 3, Census Tract 201, Franklin County, Washington",11214
"G53002100201004","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020100","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210201004",,,"Block Group 4, Census Tract 201, Franklin County, Washington",88700,"Block Group 4, Census Tract 201, Franklin County, Washington",22993
"G53002100201005","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020100","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210201005",,,"Block Group 5, Census Tract 201, Franklin County, Washington",129900,"Block Group 5, Census Tract 201, Franklin County, Washington",202276
"G53002100202001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210202001",,,"Block Group 1, Census Tract 202, Franklin County, Washington",99300,"Block Group 1, Census Tract 202, Franklin County, Washington",27564
"G53002100202002","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210202002",,,"Block Group 2, Census Tract 202, Franklin County, Washington",105200,"Block Group 2, Census Tract 202, Franklin County, Washington",16154
"G53002100202003","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210202003",,,"Block Group 3, Census Tract 202, Franklin County, Washington",96700,"Block Group 3, Census Tract 202, Franklin County, Washington",22910
"G53002100203001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210203001",,,"Block Group 1, Census Tract 203, Franklin County, Washington",129100,"Block Group 1, Census Tract 203, Franklin County, Washington",11260
"G53002100203002","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210203002",,,"Block Group 2, Census Tract 203, Franklin County, Washington",178000,"Block Group 2, Census Tract 203, Franklin County, Washington",23329
"G53002100203003","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210203003",,,"Block Group 3, Census Tract 203, Franklin County, Washington",105500,"Block Group 3, Census Tract 203, Franklin County, Washington",8927
"G53002100204001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210204001",,,"Block Group 1, Census Tract 204, Franklin County, Washington",90000,"Block Group 1, Census Tract 204, Franklin County, Washington",126610
"G53002100204002","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210204002",,,"Block Group 2, Census Tract 204, Franklin County, Washington",129700,"Block Group 2, Census Tract 204, Franklin County, Washington",16822
"G53002100204003","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210204003",,,"Block Group 3, Census Tract 204, Franklin County, Washington",92200,"Block Group 3, Census Tract 204, Franklin County, Washington",26783
"G53002100204004","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210204004",,,"Block Group 4, Census Tract 204, Franklin County, Washington",141300,"Block Group 4, Census Tract 204, Franklin County, Washington",34234
"G53002100204005","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020400","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210204005",,,"Block Group 5, Census Tract 204, Franklin County, Washington",,"Block Group 5, Census Tract 204, Franklin County, Washington",
"G53002100204006","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020400","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210204006",,,"Block Group 6, Census Tract 204, Franklin County, Washington",97200,"Block Group 6, Census Tract 204, Franklin County, Washington",8974
"G53002100205011","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020501","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205011",,,"Block Group 1, Census Tract 205.01, Franklin County, Washington",202000,"Block Group 1, Census Tract 205.01, Franklin County, Washington",34881
"G53002100205012","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020501","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205012",,,"Block Group 2, Census Tract 205.01, Franklin County, Washington",230200,"Block Group 2, Census Tract 205.01, Franklin County, Washington",22616
"G53002100205013","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020501","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205013",,,"Block Group 3, Census Tract 205.01, Franklin County, Washington",243600,"Block Group 3, Census Tract 205.01, Franklin County, Washington",56609
"G53002100205014","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020501","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205014",,,"Block Group 4, Census Tract 205.01, Franklin County, Washington",236800,"Block Group 4, Census Tract 205.01, Franklin County, Washington",17340
"G53002100205021","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205021",,,"Block Group 1, Census Tract 205.02, Franklin County, Washington",138400,"Block Group 1, Census Tract 205.02, Franklin County, Washington",22569
"G53002100205022","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205022",,,"Block Group 2, Census Tract 205.02, Franklin County, Washington",161600,"Block Group 2, Census Tract 205.02, Franklin County, Washington",16474
"G53002100205023","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205023",,,"Block Group 3, Census Tract 205.02, Franklin County, Washington",142800,"Block Group 3, Census Tract 205.02, Franklin County, Washington",9398
"G53002100205024","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205024",,,"Block Group 4, Census Tract 205.02, Franklin County, Washington",163500,"Block Group 4, Census Tract 205.02, Franklin County, Washington",30066
"G53002100205025","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205025",,,"Block Group 5, Census Tract 205.02, Franklin County, Washington",154500,"Block Group 5, Census Tract 205.02, Franklin County, Washington",15601
"G53002100205026","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205026",,,"Block Group 6, Census Tract 205.02, Franklin County, Washington",140900,"Block Group 6, Census Tract 205.02, Franklin County, Washington",7238
"G53002100205027","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020502","7",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210205027",,,"Block Group 7, Census Tract 205.02, Franklin County, Washington",301100,"Block Group 7, Census Tract 205.02, Franklin County, Washington",67722
"G53002100206011","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020601","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206011",,,"Block Group 1, Census Tract 206.01, Franklin County, Washington",187500,"Block Group 1, Census Tract 206.01, Franklin County, Washington",127696
"G53002100206012","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020601","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206012",,,"Block Group 2, Census Tract 206.01, Franklin County, Washington",219900,"Block Group 2, Census Tract 206.01, Franklin County, Washington",38397
"G53002100206013","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020601","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206013",,,"Block Group 3, Census Tract 206.01, Franklin County, Washington",171900,"Block Group 3, Census Tract 206.01, Franklin County, Washington",39565
"G53002100206014","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020601","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206014",,,"Block Group 4, Census Tract 206.01, Franklin County, Washington",205600,"Block Group 4, Census Tract 206.01, Franklin County, Washington",40550
"G53002100206031","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020603","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206031",,,"Block Group 1, Census Tract 206.03, Franklin County, Washington",149300,"Block Group 1, Census Tract 206.03, Franklin County, Washington",18793
"G53002100206032","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020603","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206032",,,"Block Group 2, Census Tract 206.03, Franklin County, Washington",152700,"Block Group 2, Census Tract 206.03, Franklin County, Washington",7760
"G53002100206051","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020605","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206051",,,"Block Group 1, Census Tract 206.05, Franklin County, Washington",171700,"Block Group 1, Census Tract 206.05, Franklin County, Washington",8957
"G53002100206052","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020605","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206052",,,"Block Group 2, Census Tract 206.05, Franklin County, Washington",138400,"Block Group 2, Census Tract 206.05, Franklin County, Washington",7439
"G53002100206053","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020605","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206053",,,"Block Group 3, Census Tract 206.05, Franklin County, Washington",182400,"Block Group 3, Census Tract 206.05, Franklin County, Washington",13790
"G53002100206061","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020606","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206061",,,"Block Group 1, Census Tract 206.06, Franklin County, Washington",188200,"Block Group 1, Census Tract 206.06, Franklin County, Washington",12777
"G53002100206062","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020606","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206062",,,"Block Group 2, Census Tract 206.06, Franklin County, Washington",171500,"Block Group 2, Census Tract 206.06, Franklin County, Washington",21995
"G53002100206063","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020606","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206063",,,"Block Group 3, Census Tract 206.06, Franklin County, Washington",150700,"Block Group 3, Census Tract 206.06, Franklin County, Washington",10563
"G53002100206064","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020606","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210206064",,,"Block Group 4, Census Tract 206.06, Franklin County, Washington",140800,"Block Group 4, Census Tract 206.06, Franklin County, Washington",5951
"G53002100207001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210207001",,,"Block Group 1, Census Tract 207, Franklin County, Washington",105000,"Block Group 1, Census Tract 207, Franklin County, Washington",56512
"G53002100207002","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210207002",,,"Block Group 2, Census Tract 207, Franklin County, Washington",113900,"Block Group 2, Census Tract 207, Franklin County, Washington",42510
"G53002100208001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210208001",,,"Block Group 1, Census Tract 208, Franklin County, Washington",96700,"Block Group 1, Census Tract 208, Franklin County, Washington",8646
"G53002100208002","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210208002",,,"Block Group 2, Census Tract 208, Franklin County, Washington",129500,"Block Group 2, Census Tract 208, Franklin County, Washington",40310
"G53002100208003","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210208003",,,"Block Group 3, Census Tract 208, Franklin County, Washington",153100,"Block Group 3, Census Tract 208, Franklin County, Washington",94640
"G53002100208004","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020800","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210208004",,,"Block Group 4, Census Tract 208, Franklin County, Washington",114500,"Block Group 4, Census Tract 208, Franklin County, Washington",18481
"G53002100208005","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"020800","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530210208005",,,"Block Group 5, Census Tract 208, Franklin County, Washington",170300,"Block Group 5, Census Tract 208, Franklin County, Washington",60021
"G53002109801001","2006-2010","WA",,,"Washington","53","Franklin County","021",,,"980100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530219801001",,,"Block Group 1, Census Tract 9801, Franklin County, Washington",,"Block Group 1, Census Tract 9801, Franklin County, Washington",
"G53002309703001","2006-2010","WA",,,"Washington","53","Garfield County","023",,,"970300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530239703001",,,"Block Group 1, Census Tract 9703, Garfield County, Washington",119900,"Block Group 1, Census Tract 9703, Garfield County, Washington",24389
"G53002309703002","2006-2010","WA",,,"Washington","53","Garfield County","023",,,"970300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530239703002",,,"Block Group 2, Census Tract 9703, Garfield County, Washington",192200,"Block Group 2, Census Tract 9703, Garfield County, Washington",45360
"G53002309703003","2006-2010","WA",,,"Washington","53","Garfield County","023",,,"970300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530239703003",,,"Block Group 3, Census Tract 9703, Garfield County, Washington",84600,"Block Group 3, Census Tract 9703, Garfield County, Washington",18731
